Video Name	Word Count	Duration (s)	Sentence
DnWpxYlY4cc_2_3-5-rgb_front.mp4	75	35.48	So the first stroke of the t is a curve. And if you've been practicing, you know that that first curve is very much like the first curve of the o or the a or the c. But, join to that stroke, we make another stroke and this is a little bit different than any strokes that we've made so far, and that is to take and pull a stroke across resting on the guideline.
Eeg85JitLz0_5-3-rgb_front.mp4	75	43.27	You can't use sleeves or any type of connection, basically just twist it and make what is known as a hay wire twist and put our hook or spoon on and make this hay wire twist almost like an electrician's twist and we follow it up with a barrel twist and then we make a little handle and go back and forth until we break the little tab end off and you are in business.
cRRD3k2ZGSc_2-8-rgb_front.mp4	75	31.17	Now you have and they are graded by numbers so you may have a steel wool that is 2 or 3, any numbers like 1, 2, or 3 represent a coarse steel wool and that might be something that you use as far as removing rust from metal, using WD40 or an oil type of finish so if you have some rough machine parts that you want to clean up using a coarse steel wool.
-CZLAzGuTSk_6_7-8-rgb_front.mp4	76	32.20	We have one in Santa Rosa, Marin, Sacramento, Chico, Sacramento, Reno, Stockton, Fresno and Southern California. Each individual manager within the area is able to take the product, analyze zone market, be store specific with what they want to do in terms of the products, the distribution, the communication with the store and be able to really maximize our relationship with the store and be sure we have the best product going out to the stores.
EqJqWYBEUPQ_4-8-rgb_front.mp4	76	32.80	Now you might be talking about things that are business-related, but you do not bring up the portion of business that this meeting is about until after the entree or the lunch has been served, which means all the business papers that you have, whether they're in a briefcase, whether they're in a folder, whether they are loosely brought about, you must leave your business papers under the table until it is time to talk business.
0vDLEn7zVUA_5-8-rgb_front.mp4	77	31.04	This one is foldable and my chopsticks that I don't use at times but keep them in the back of the drawer so I'm not, so I don't have to get there a lot and because of the size of my drawer, I mix in all my spoons, my soup spoons and my other spoons, my regular spoons and just keep them all in one, in one piece as well as my salad and my dinner forks.
1PwvyT44-uE_18-8-rgb_front.mp4	77	32.12	Now the bass is isolated, but it's reflected back into the area that it came from, because this amount of material is not enough to absorb much bass, 2 inches of fiberglass only absorbs down to about a half an octave below middle C. So a gobo that reflects bass, remember, it keeps the bass inside of the recording space where the bass was coming from, so it causes more bass to be inside the gobo space.
FQqIi37HCq0_9-5-rgb_front.mp4	77	32.07	That's all it is they don't have any type of a features that you can add to them so if you want to upgrade this radio you actually need to the dealer and the dealer charge so much that a, customer instead of a spending that much money on that they can actually save a lot of money and get something that is probably is going to do a lot better job with a lot less money.
fB33NsuFbV0_3-1-rgb_front.mp4	77	30.27	This is really good, because the log cabin fire is really ventilated, so it gets a lot of oxygen, which helps put off more heat, but most importantly is the logs freely fall on top of each other as they burn, and they make really, really good pieces of coal that put off really good heat, to where you can transfer them; put them on top of a Dutch oven, up under it in a different location.
0HObK-sd2ds_17-5-rgb_front.mp4	79	32.86	You want to be sure if you have a rug in your bathroom or wherever you have little throw rugs that they have a rubber gripper on them for the guests or a family member is not going to slide so just go into your powder room and see if there is everything in it that you need to be able to wash your face, wash your hands, go to the bathroom and just have fun decorating your room.
3Uvzt6qUudA_2-5-rgb_front.mp4	79	31.32	We do have right here Stevia is going to probably be the best alternative it doesnât bake very well unfortunately but you can add to shakes and all that other stuff just sprinkle on cereal or anything like that, itâs actually a plant leaf itâs been finely ground and it has zero sugars or anything else like that so it works really, really well and it doesnât raise your sugar levels at all so itâs probably the best choice.
0wl7gaoJpu0_3-5-rgb_front.mp4	80	32.60	This guy came back yesterday from Tokyo, thatâs his second visit to Varga from Tokyo, thatâs a big deal you want to reach out to the community, you want them to love what youâre doing, you want them to feel like they want to come back, you want them to send other people as well and when you make your community a better place, by making your building beautiful, by planting beautiful flowers, by showing artwork outside, everybody appreciates it.
cNllDjjcRIg_2-5-rgb_front.mp4	80	33.02	Look out for tags, bows, seams and joins because while they might not feel bad during the three seconds during the time you are in the hat shop once that hat is on your head for four or five or six hours they can begin to chaff, wear, and become a complete annoyance and now you have spent, $20, $30, or $50 on a hat you are not going to wear any more and that is just not good sense.
-1KpdDGPCq4_5-5-rgb_front.mp4	81	41.47	And let's get our spoon, so if you find yourself in San Juan and the temperature is really getting to you, just really need something that's going to quench your thirst and cool you down, and at the same time maybe loosen you up a little bit, you can order the San Juan Cooler, or if you're just in a bar in Northern Idaho and decide you'd like a nice cocktail, you can order a San Juan Cooler there as well.
-0FA6OhxZSE_4-5-rgb_front.mp4	82	32.52	And now, when you mix the red and white in big areas, if it's too much red and you don't move it fast enough, you'll start to get pink so I want to try and keep the integrity of the white and I'm just going to move that fast, and see how--I don't know if you can see it, but since the paint has kind of dried quickly on this paint on the wood, it's already created a texture underneath of it.
11b-DjymB2M_1-8-rgb_front.mp4	82	30.69	We're going to decorate the roof, we'll make a few decorations, but first we'll decorate the roof and we're going to use our match sticks again, the way we do is this is, we coat the top of the milk carton that angles down with glue, and we can either brush it on with a paint brush or we can have the kids, who are doing the project, if they want to just smear with their finger and while it's still wet.
C6YWTOQtMmk_0-5-rgb_front.mp4	83	30.47	Getting someone back in the boat midstream or on some flat water without taking the machine to shore, it is something that you may need to do on larger bigger volume rivers where you may not be able to get them to shore in time for the next rapid or if you are in just a large body of water and you need to get them back in, otherwise taking them to shore is going to take up too much energy and time.
1qQEz4pbQkM_13-11-rgb_front.mp4	85	42.19	That means if we remember what we've done, we can do it with wires, we can drill a hole in the case and install that jack permanently and just have very, very short little wires that go from the speaker to the jack and then the jack is installed in the case and then you just forget about it then you don't need the alligator clips at all, and then you've installed a jack and then you can use it that way with your amplifier.
2nNj-H5maS0_0-5-rgb_front.mp4	85	41.04	DREW NOAH: So in this series, I'll be talking about iGoogle which is basically a personalized homepage from Google that you know includes Google Search like you can see at the top there and everything you can do with Google.com, but what makes it cool is all these things you can personalize with it--these little gadgets is what they call them and there's just a ton out there to pick from and you can even create tabs to arrange your gadgets in a certain way.
0EBzUNzDv9A_4-8-rgb_front.mp4	86	30.01	In the spring, up north for instance, if you start a beehive with a package of bees, and you can buy packaged bees, about $60.00 for a package of bees, three pounds of bees with a queen, you do that in the spring, like in April or May and then by the time you do that in early April, by the time you get to June and things start blooming, the colony has some pretty good strength, if you've fed then and they're in good condition.
1kABqM38yjw_3-8-rgb_front.mp4	86	31.09	If you're trying to power your whole house, and you had air conditioning, and stoves, and lighting, and computers, and the normal things a normal house has, and you wanted to run it all by solar, you'd be using quite a few of these, or these, and some of the systems we install have up to seventy panels or more, and unfortunately, they're maybe a thousand dollars each, so you can see the price goes up, with the amount of load you wish to take over.
3leKwl-71Yg_0-5-rgb_front.mp4	86	32.77	This is just an extra tip, this happens to me a lot when I 'm hand sewing, when I'm using regular thread if there's any moisture in the air or, if there's any moisture on your hands, what' going to happen is the thread is going to start to act up and, it's going to tangle itself while you're trying to stitch and, there's nothing more annoying than tangled up thread and trying to un-knot and having to start over because it knotted in the middle.
alF9DejhzXM_4-8-rgb_front.mp4	87	48.08	With this exercise you can do it without ever lifting the torso but I will demonstrate both, lifting the torso and without so take a nice inhale, and exhale, crunch the abdominals down to the mat, bring the arms down and inhale around, exhale down, inhale around and then if you want to advance it a little bit more, inhale, tuck the chin, exhale down, inhale around, exhale down, inhale around, exhale down, inhale around and reverse, exhale, out, inhale pull in, exhale out, inhale pull in.
1Pm6ty_JrpU_2-3-rgb_front.mp4	88	34.81	Follow it up with a half a shot of Creme De Banana, there we go to give it that nice banana flavor and the last thing we are going to do is add about a shot of light cream and let's mix this all together and any time you add a Creme De Banana it is going to have a really nice strong smelling banana scent to it and we'll get it all mixed together, get it all nice and frothy with the cream, set up a glass.
1TouL5IyldE_3-5-rgb_front.mp4	88	32.70	It is not a time to take them out running, it is not a time to feed them, just like when you get a massage, after your massage it is nice to lay there quietly and let the bones and the muscles and the joints all relax and get the full benefit of the massaging and pressuring that they have just gotten, you are going to do the same for your dog to make sure that all that hard work is of much benefit as possible to them.
eKWP0Bql7g4_8-8-rgb_front.mp4	88	37.02	One nice thing about putting it into the bigger, harder gear up front is that it puts more tension on the chain, so it rattles around less when you're descending -- makes less of a clanking noise and everything like that as you can see here right now my bike is in the little chain ring, so there's a lot of potential for the chain flapping around, but as I put it into the larger chain ring, you'll see that there is considerably more tension on the chain.
3Uvzt6qUudA_5-5-rgb_front.mp4	90	41.17	Now barley malt is very good for baking, yes this is a good thing to bake with exactly so is the muscovado sugar and muscovado sugar is basically a different way of making the white sugars actually been all the nutrients have been taken away and the muscovado sugar is basically what white sugar would become, what this would become would be white sugar, this has all its nutrients and minerals and vitamins already with it, so itâs way better than the white sugar and it cooks really well too.
1PwvyT44-uE_23_24-8-rgb_front.mp4	92	34.17	So that is the typical gobo assembly. And in our case, we take a piece of 2 by 4, we make a little notch here, and a little notch here, take a piece of medite, or we can take a piece of hardy board, or backer board, glue it into the notch, and you have a frame with a bass barrier in the middle that's holding it all together, and then you have absorption on either side of it, and then cover it with fabric, staple the fabric on, and you're done.
1uXVMh-7lmI_8-8-rgb_front.mp4	92	33.34	So my favorite plants that I have in my garden, and that I would definitely recommend, are the following plants; this is my gold, millennium gold calla-lily, it likes full hot sun, and I love it because its got spotted leaves, and its got these bright lemony yellow flowers that last almost all summer long, and it will keep blooming for lots and lots of periods of time, and I love that it'll do full hot sun, more than shade, because I've got a lot of sun and it does really well.
1CZBTc6jzCs_4-5-rgb_front.mp4	93	57.92	Not that, if you're grimacing when you come back up then you know that you have gone down too far so don't take it down as far knowing that as you do this, you will continue to gain flexibility and over time you will be able to take it deeper and find that pleasurable point of it so just really relaxing into it, keeping your spine long, the head relaxed, shoulders relaxed, just like riding a horse, so as you ride the horse, let your head nod yes, that is the sump stance.
10VglhbVIwI_1-5-rgb_front.mp4	95	45.44	When were getting ready to fill in this concrete into out trench the trench is only about three inches deep so we don't need a whole lot of concrete but I want to get it in there and make sure that I have got it filled in and now it doesn't have to completely plumb with or level with the floor because when we go to set our tile our mastic our glue that we use to set the tile will fill in any differences that we might have in the level of the floor.
18PYCeuqUfQ_2-8-rgb_front.mp4	95	34.49	All right, now all we have to do is let all that set up, and while that's setting up we can go ahead, and make a make a handle; let that set up too, and we'll, then by the time everything is all ready to go what we're going to do is take this lid, want to flip it upside down, clean the top, and depending on how the handle looks, either put another handle on here, or put a little knob or something the to where you can just lift it off the teapot.
11b-DjymB2M_5-8-rgb_front.mp4	96	36.24	So, the match sticks, actually, fit nicely across the top of the windmill, they don't have to fit exactly the same measurement as the top of the carton, but if you lay them across, if you double them up, even though they hang over a little bit, they still fit nicely onto the side of the milk carton, and we only have to do one side, the side, obviously, in the front, that's going to be seen, and we go all the way down to the bottom of where it angles, and starts going vertical again.
3Uvzt6qUudA_1-5-rgb_front.mp4	96	38.43	Yeah some sugar alternatives, sugar alternatives when cooking or baking or preparing meals for kids, exactly well we all know that white sugar is like evil itâs the devil, so we have some other nice alternatives that they are out there cause we all have a sweet tooth, we all want a little sugar in our life and thatâs fine and thereâs nothing wrong with that just as long as you donât do it everyday itâs great even if itâs the healthy alternatives itâs still better to at least every other day at the very most.
C6YWTOQtMmk_3-5-rgb_front.mp4	96	34.42	Once you've got them to the side of the boat, you are going to empty the boat over the cockpit of yours just like we did in the last shoot and then you are going to take that person and they are going to take the grab loop of that spray skirt, put it in their teeth so that it doesn't catch on to their end of their boat and then they are going to climb up the back of their boat while you are holding onto the front of the boat to keep it steady.
0HObK-sd2ds_8_9-5-rgb_front.mp4	97	40.93	You want to be sure that you have soap. I would say in here we have just one of these just little plastic bottles but I would say that for your powder room when you have guests you might want to have just a really nice pretty dispenser because we don't have a lot in this powder room and you don't want a whole lot but what you have in here you want it to be special and pretty so for these little utilitarian bottles you might want to get something that is a little bit nicer.
FoiJ4mTiW18_6-9-rgb_front.mp4	98	30.29	After you pick out your hinges at your local hardware store, bring them back home with you and then what you'll have to do is you'll have to open up your door, try to get somebody to help you to hold up the outside of the door as it is open and then you can pop the screws off of the door frame side on all the hinges, take the door completely off the door frame and then what you are going to want to do is where the hinge connects to the door do the same thing.
1MQCIqeTLk0_2-5-rgb_front.mp4	101	68.29	Alright we are going to take our cinnamon rice, the liquid has absorbed so we'll plate this on and it should be just a little bit sticky with the sugar that we added and we'll give our vegetables one last stir so I'm going to put these kind of in layers so that we get some of the broccoli and then with the mushrooms and the celery over them and then some bright green broccoli on that and if you have any of that juice left you are going to want to dribble that right over the top of your broccoli.
-B1PA__Pemg_6-8-rgb_front.mp4	103	37.33	When you have a collection that has a lot of different colors to it you want your eye to be able to move over it smoothly and if you had a yellow one and a white one and a green one and a yellow one you would be really choppy and so what I did in this is I grouped, I put all the colors in it but I grouped them together so as you are looking at it you see the yellow and your eye goes all the way across and you see the white and you see the greens and blues.
5myLxfF9NWM_6-8-rgb_front.mp4	103	31.41	They might have thought they were treating their skin with proper products but if you have dead skin cells built up on the surface and they are not slothing off or you are not exfoliating properly, nothing is going to come in or nothing if going to come out and basically it is like having a barrier over the top of your skin and you put something on top of a barrier like a piece of wood for instance and it is not going to be absorbed in and it is not going to go out it is just going to sit there.
Fe5w2GFeirI_0-5-rgb_front.mp4	104	32.76	So the next thing we're going to do after our skipping move, it's kind of a rhythmic cut and we're going to drop down to the floor so like what we did in one of the earlier series, we lifted our leg like this one of those little horse things and it is going to be kind of a shimmy and you want to fall to the floor so again like with those horse kicks that we did in Badun Bai our arms are going to be going in the opposite direction as our leg and then you want to drop to the floor.
eJ_G_kOahj0_6-3-rgb_front.mp4	107	35.72	This is a typical type of rope that you would find with most kayaker's groups pretty standard and pretty normal this type of rope also incorporates a rescue belt it has a pocket here goes around the waist, clips on where the clip release strap so that if you happen to have a boat next to you can pull out the carol beaner, clip it onto the boat and once it's on the boat a length of rope comes out so that you can pull a boat to shore or help the person to shore then you can release it if it's pulling you to to hard.
1uXVMh-7lmI_17-8-rgb_front.mp4	111	31.96	So when I'm trying to decide what kind of plants to put in my garden, I look through magazines, I look through web pages, I look through different websites that have different ideas, and I realize that plants will never do the same in my yard as they do in other peoples yards, just as people will never act the same at your parties as they will at other peoples parties, but in the end, it really doesn't matter, all that matters is that you have a good time at your garden, and that's my advice, just plant plants when you can find them, and enjoy their company when you can.
1Th9xt0UCkE_6-5-rgb_front.mp4	113	63.47	We are placing the hands there to support the spine and again we are squeezing the shoulder blades towards each other and then we can gently start to bend through the back focusing on opening the chest towards the ceiling and we can hold that for a few breaths and then we will slowly bring ourselves up and especially out of Camel Pose but also that chest expansion we want to counter stretch with a gentle seated Child's Pose so we are just going to hang ourselves forward and we can rest the hands on the leg and that is just going to counter stretch the spine from any of our back bending.
b2k59617MJs_3-5-rgb_front.mp4	113	55.13	The first branch we will draw is a quick out and that runs about 3 to 5 yards and then we have a slant route which is also running about 3 to 5, maybe six yards, going up from there and staying on to the outside we have a deep out, we have what is called a flat route which is running to the flag part of the in zone and then coming off of that and going back to the inside we have a curl which used to be called a butt hook and we would have a post route and then we have what is called an in or square in.
EYEhiZ6Y0Fs_5-5-rgb_front.mp4	114	48.43	It is important that you do use glass and not plastic or some other material but these are cool, I mean you can incorporate these into your designs as things like, I donât know the centers of flowers or you can make eyeballs out of them, or I like using them as, kind of these soft white ones, I have used them as bubbles in kind of a aquatic stained glass I did once with kind of a fish and so again if they are made out of glass, anything that is made out of glass, you know if you want to try to integrate it into a stained glass panel you usually can.
Bf5CyPGOpW8_4-4-rgb_front.mp4	117	44.21	This mode basically allows the user control of the aperture in order to maintain a depth of field that is appropriate for the subject and what, what it does is gives you, it gives you the ability to manually set the aperture on your camera and the way to do that is by focusing your camera on the subject, press the shutter button half way down and your camera will give you a aperture setting and a shutter speed setting and to change the aperture setting in aperture priority mode what you need to do is hold down the shutter half way and then scroll to the right or to the left with the main control dial.
cVe-33JxCEo_15-8-rgb_front.mp4	117	38.87	I also wanted to talk about two other types of charm bracelets, that have kind of come up in popularity, with charm bracelets resurgence, and that's the European Charm Bracelet, which is really a combination of different types of silver, and jeweled beads, so it's definitely nothing like what we think of, as the American Charm Bracelet, and there's also the Italian Charm Bracelet, and these, you'll see a lot of different stores nowadays,and they're flat bracelets with charms kind of riveted into it, and it's connecting links, so that's how you get in the different little charms, is the links of the bracelet, so this has been how to choose a charm, for your charm bracelet.
fy64LazcBA4_0_1-5-rgb_front.mp4	119	41.18	Hi my name is Lauren and I'm here to talk about how to straighten curly hair. When you are doing your straightening you want to make sure you use first off a hot tool so one of the easiest ways to actually go through and straighten your hair especially when it is very coarse, thick and curly and especially since your hair is a little on the coarser side what is going to happen is it is going to be able to withstand some of the heat from the flat iron You are going to blow out your hair first and use a big paddle brush in order to kind of get it as straight as you possibly can.
3wrA8v-xDlg_2-5-rgb_front.mp4	132	49.89	What makes it a fitted vest is that it is fitted to the body, what makes it a half vest is that literally half of it is not there, it only shows half of the body meaning the top half, it hits right below the ribs and it's going to be the same on both sides and that's why I save myself and you, I save myself time in drawing and I save you time in watching me repeat myself because drawing only half of it lets you know that the other half is the same and no matter how your croakie is facing you can draw half of it and if you just draw half of it it tells your viewer, whoever is looking, that the other half is the same.
eYoOi0oIEWM_3-8-rgb_front.mp4	132	41.71	Iâm going to show you how to do it, basically what a pinch twist is itâs a really, really small loop or fold twist, so you would take a bubble and you want to pinch it like this and twist the base of it together like that so it really makes like tiny little loop twist or fold twist, you can add these together and that would make you like a different style of animal ears, like you can put that on a cat, these are the ears that I put on a stegosaurus sometimes and if youâre working with the balloon and you want to put an angle in it you can make a small bubble and put a pinch twist on it and that kind of gives it an angle.
cRRD3k2ZGSc_5-8-rgb_front.mp4	137	44.01	Now it is usually a good idea to have a neoprene or latex glove or a rubber glove that you are using when you are using steel wool because little shavings can come off and can embed in your skin so it is good to have some kind of protection but when we are using steel wool we are going to use it just like we would any sand paper and we are just going to rub it and we're going to go with the grain so it is very important when you are refinishing wood that you always use any type of sand paper or any type of steel wool you are putting very very fine scratches into the surface so you always want that to go with the grain so that it won't show up.
EauGmYmH6rc_9-5-rgb_front.mp4	172	41.26	And in this particular set of breaking pliers, it also has a stop screw here where, depending on where you set it you can, so if I have it in all the way, you see it kind of goes kind of through there, now my pliers won't close any more than that, so that can be helpful if you are working with glass of different thickness, you just sort of put your glass in there and then turn this until it tightens up so no matter how much you squeeze you are not going to be putting any more pressure on the glass but you can imagine if I have the glass scored and you know I have it in like this, I don't need a lot of pressure all I really need to do is just kind of bend down and if there is any kind of a score line there my glass will break and we are going to go through that technique so don't worry about it just yet.
